20.0,29.28,34.0,38.32,24.48,47.84
30.4,33.28,24.88,30.64,22.24,40.96
26.24,38.48,23.12,34.08,27.92,33.04
22.72,33.6,29.36,33.6,29.12,33.76
34.88,40.08,31.6,30.96,26.08,37.52
30.8,25.52,32.96,31.36,34.4,47.28
22.56,26.8,32.48,36.24,27.92,39.04
24.16,36.48,20.96,29.84,28.16,34.4
29.12,25.6,26.88,30.16,31.04,27.6
27.52,22.88,26.88,34.8,22.8,35.04
28.16,34.8,23.2,27.76,20.0,29.52
27.52,23.36,25.68,45.28,30.4,33.04
28.88,24.96,29.44,37.28,26.0,35.6
32.64,31.12,23.84,50.96,40.96,38.88
22.56,23.04,24.96,41.2,18.24,56.0
28.96,22.72,28.24,33.52,23.28,39.2
27.2,27.76,36.48,31.44,36.56,33.28
24.8,24.32,27.68,22.96,31.2,44.96
25.68,28.48,31.28,43.6,30.08,50.64
24.0,36.4,27.2,44.88,27.92,41.68
20.8,24.48,28.64,29.76,20.48,31.84
23.52,34.8,27.36,30.72,28.64,34.0
23.68,24.56,36.0,33.28,24.0,34.16
25.44,25.84,26.96,29.84,24.56,33.92
23.92,26.88,24.08,40.48,24.48,59.12
22.48,29.68,39.28,36.96,24.8,28.48
32.0,25.68,32.08,24.96,23.04,47.04
30.4,31.92,27.68,28.96,24.96,44.48
22.4,26.4,25.12,36.16,22.72,35.68
27.36,26.4,27.6,34.16,23.28,29.44
27.76,29.2,26.56,37.44,25.2,37.2
34.16,25.36,27.12,33.04,33.12,36.8
22.8,23.04,25.92,38.64,27.6,39.84
21.44,41.6,30.8,36.16,23.12,39.6
40.24,34.72,21.76,51.04,34.32,28.16
22.8,23.36,29.44,48.88,23.6,45.84
26.64,27.36,28.8,40.32,30.32,47.68
21.52,23.44,26.08,33.68,20.32,40.8
24.88,28.64,27.6,29.36,19.28,34.64
31.44,31.6,28.4,29.76,23.6,35.92
31.76,31.92,27.76,29.12,21.76,46.8
21.68,24.08,26.0,36.72,35.36,41.2
26.24,22.88,23.6,29.76,25.28,47.68
27.2,29.76,34.24,32.56,20.48,45.6
25.68,24.56,40.48,34.08,25.04,51.04
30.8,33.04,24.0,32.32,21.76,59.2
21.84,31.36,40.88,28.8,21.44,51.28
33.28,28.4,26.16,36.08,23.04,45.76
30.24,32.24,28.0,38.08,26.48,44.64
29.12,25.12,26.16,33.92,23.44,37.68
26.0,30.96,27.04,36.8,29.76,37.36
28.64,25.36,24.0,27.12,20.8,43.52
26.48,24.24,28.0,36.64,24.64,35.68
20.08,22.16,30.48,38.72,31.28,27.44
25.44,23.28,26.16,29.84,33.28,32.88
26.16,28.56,27.6,35.36,23.84,42.32
34.88,33.6,30.16,24.24,19.76,28.24
31.04,32.56,26.4,32.08,25.52,47.52
30.32,26.32,25.68,28.32,24.56,59.68
33.6,43.04,28.24,40.64,28.8,45.04
19.92,34.96,26.48,25.84,28.08,36.8
21.52,34.96,28.72,36.0,19.36,36.8
29.6,23.28,42.88,28.72,30.56,54.48
35.92,23.36,24.48,28.88,33.76,45.12
