"(0, 1000, 'greedy', 0, 1)","(0, 1000, 'greedy', 0, 5)","(0, 1000, 'greedy', 0, 10)","(0, 1000, 'greedy', 0, 20)","(0, 1000, 'constant-epsilon', 0.1, 1)","(0, 1000, 'constant-epsilon', 0.1, 5)","(0, 1000, 'constant-epsilon', 0.1, 10)","(0, 1000, 'constant-epsilon', 0.1, 20)","(0, 1000, 'epsilon_greedy', 0.1, 1)","(0, 1000, 'epsilon_greedy', 0.1, 5)","(0, 1000, 'epsilon_greedy', 0.1, 10)","(0, 1000, 'epsilon_greedy', 0.1, 20)","(0, 1000, 'boltzmann_exploration', 1.5, 1)","(0, 1000, 'boltzmann_exploration', 1.5, 5)","(0, 1000, 'boltzmann_exploration', 1.5, 10)","(0, 1000, 'boltzmann_exploration', 1.5, 20)","(0.25, 1000, 'greedy', 0, 1)","(0.25, 1000, 'greedy', 0, 5)","(0.25, 1000, 'greedy', 0, 10)","(0.25, 1000, 'greedy', 0, 20)","(0.25, 1000, 'constant-epsilon', 0.1, 1)","(0.25, 1000, 'constant-epsilon', 0.1, 5)","(0.25, 1000, 'constant-epsilon', 0.1, 10)","(0.25, 1000, 'constant-epsilon', 0.1, 20)","(0.25, 1000, 'epsilon_greedy', 0.1, 1)","(0.25, 1000, 'epsilon_greedy', 0.1, 5)","(0.25, 1000, 'epsilon_greedy', 0.1, 10)","(0.25, 1000, 'epsilon_greedy', 0.1, 20)","(0.25, 1000, 'boltzmann_exploration', 1.5, 1)","(0.25, 1000, 'boltzmann_exploration', 1.5, 5)","(0.25, 1000, 'boltzmann_exploration', 1.5, 10)","(0.25, 1000, 'boltzmann_exploration', 1.5, 20)","(0.5, 1000, 'greedy', 0, 1)","(0.5, 1000, 'greedy', 0, 5)","(0.5, 1000, 'greedy', 0, 10)","(0.5, 1000, 'greedy', 0, 20)","(0.5, 1000, 'constant-epsilon', 0.1, 1)","(0.5, 1000, 'constant-epsilon', 0.1, 5)","(0.5, 1000, 'constant-epsilon', 0.1, 10)","(0.5, 1000, 'constant-epsilon', 0.1, 20)","(0.5, 1000, 'epsilon_greedy', 0.1, 1)","(0.5, 1000, 'epsilon_greedy', 0.1, 5)","(0.5, 1000, 'epsilon_greedy', 0.1, 10)","(0.5, 1000, 'epsilon_greedy', 0.1, 20)","(0.5, 1000, 'boltzmann_exploration', 1.5, 1)","(0.5, 1000, 'boltzmann_exploration', 1.5, 5)","(0.5, 1000, 'boltzmann_exploration', 1.5, 10)","(0.5, 1000, 'boltzmann_exploration', 1.5, 20)","(0.75, 1000, 'greedy', 0, 1)","(0.75, 1000, 'greedy', 0, 5)","(0.75, 1000, 'greedy', 0, 10)","(0.75, 1000, 'greedy', 0, 20)","(0.75, 1000, 'constant-epsilon', 0.1, 1)","(0.75, 1000, 'constant-epsilon', 0.1, 5)","(0.75, 1000, 'constant-epsilon', 0.1, 10)","(0.75, 1000, 'constant-epsilon', 0.1, 20)","(0.75, 1000, 'epsilon_greedy', 0.1, 1)","(0.75, 1000, 'epsilon_greedy', 0.1, 5)","(0.75, 1000, 'epsilon_greedy', 0.1, 10)","(0.75, 1000, 'epsilon_greedy', 0.1, 20)","(0.75, 1000, 'boltzmann_exploration', 1.5, 1)","(0.75, 1000, 'boltzmann_exploration', 1.5, 5)","(0.75, 1000, 'boltzmann_exploration', 1.5, 10)","(0.75, 1000, 'boltzmann_exploration', 1.5, 20)","(1, 1000, 'greedy', 0, 1)","(1, 1000, 'greedy', 0, 5)","(1, 1000, 'greedy', 0, 10)","(1, 1000, 'greedy', 0, 20)","(1, 1000, 'constant-epsilon', 0.1, 1)","(1, 1000, 'constant-epsilon', 0.1, 5)","(1, 1000, 'constant-epsilon', 0.1, 10)","(1, 1000, 'constant-epsilon', 0.1, 20)","(1, 1000, 'epsilon_greedy', 0.1, 1)","(1, 1000, 'epsilon_greedy', 0.1, 5)","(1, 1000, 'epsilon_greedy', 0.1, 10)","(1, 1000, 'epsilon_greedy', 0.1, 20)","(1, 1000, 'boltzmann_exploration', 1.5, 1)","(1, 1000, 'boltzmann_exploration', 1.5, 5)","(1, 1000, 'boltzmann_exploration', 1.5, 10)","(1, 1000, 'boltzmann_exploration', 1.5, 20)"
28.48,66.88,72.44,71.68,46.64,52.44,52.68,48.0,45.56,44.68,52.8,53.24,36.0,51.04,54.44,48.24,28.48,67.88,70.44,71.68,44.76,54.08,49.44,47.48,45.2,51.88,50.08,48.24,36.2,54.52,56.0,54.08,28.48,68.68,72.32,71.68,48.96,57.32,52.52,58.68,45.0,51.16,47.44,51.68,36.28,57.32,55.68,49.64,28.48,68.68,72.52,71.68,44.12,56.4,48.84,51.12,43.16,49.64,44.52,47.32,35.76,62.04,65.16,56.16,28.48,71.56,72.68,71.72,45.24,50.92,51.36,46.28,42.32,48.2,50.4,50.08,35.64,61.16,64.2,57.72
29.68,61.6,60.2,59.8,38.76,46.16,46.0,46.84,39.12,40.16,39.08,45.96,32.76,43.68,43.0,40.12,29.68,62.16,60.56,59.8,35.0,37.4,41.6,43.96,40.28,39.28,41.16,43.92,33.28,40.96,48.76,46.44,29.68,61.4,61.92,59.8,37.12,46.12,40.08,48.52,40.72,44.12,43.4,43.56,33.32,46.24,50.56,49.4,29.68,61.4,61.84,59.8,37.36,40.48,37.24,40.08,35.6,45.84,38.84,41.64,32.84,46.68,51.28,47.28,29.68,63.16,61.52,58.8,35.44,39.44,39.64,48.92,40.32,44.92,43.92,47.68,33.08,52.84,58.48,50.28
32.12,64.16,60.24,60.56,43.52,44.4,46.64,42.44,38.36,42.12,38.16,45.68,32.24,42.68,43.52,44.28,32.12,64.52,59.64,60.56,35.96,41.84,46.2,41.6,36.76,45.44,44.0,44.56,32.76,44.96,48.56,46.96,32.12,64.16,60.96,60.56,40.52,45.24,46.0,47.72,39.6,43.2,42.88,46.72,32.8,47.84,48.76,50.08,32.12,64.16,61.0,60.56,37.52,48.28,44.2,44.68,37.76,51.32,41.92,42.92,33.24,46.24,55.84,51.12,32.12,63.36,60.76,60.56,34.44,46.8,44.76,43.16,37.04,48.48,41.92,48.4,33.2,50.04,51.12,49.36
32.76,58.68,63.24,62.24,37.72,49.4,43.44,50.24,35.76,41.8,34.84,41.68,33.44,45.24,50.6,44.56,32.76,58.56,62.6,62.24,36.44,40.72,40.0,49.96,38.6,42.88,47.76,43.8,33.92,49.76,52.8,50.32,32.76,61.12,60.4,62.24,38.28,43.72,43.8,40.52,39.44,41.24,44.2,46.16,33.72,50.4,53.56,48.44,32.76,61.12,60.04,62.24,43.28,42.36,43.96,42.52,39.36,45.2,42.6,46.4,33.28,49.24,57.12,52.2,32.76,61.92,60.6,62.24,42.08,41.8,48.76,45.56,36.2,44.04,43.16,46.0,33.24,56.68,57.16,50.72
28.44,61.08,64.68,63.84,42.12,45.64,47.48,51.04,34.12,51.32,41.68,53.0,33.76,39.2,50.04,40.44,28.44,60.92,63.8,63.84,37.12,41.52,50.76,49.52,33.84,43.76,45.6,42.96,33.76,44.6,50.92,48.6,28.44,61.6,64.48,63.84,40.28,49.36,51.44,48.16,34.68,47.64,48.16,57.0,33.76,45.72,53.28,50.12,28.44,61.6,65.08,63.84,35.28,49.56,47.0,47.64,38.56,48.56,41.36,42.08,33.12,47.4,54.6,55.36,28.44,62.44,64.84,63.84,37.56,46.56,45.64,43.92,38.2,50.68,49.52,43.76,33.12,52.44,51.28,51.88
29.32,60.92,59.4,60.44,38.32,44.04,46.72,45.24,38.76,37.24,38.72,42.8,33.16,39.96,45.68,43.04,29.32,60.76,57.16,60.44,33.36,39.28,45.12,43.16,35.52,44.84,44.56,43.8,33.36,44.72,50.76,52.48,29.32,60.6,58.72,60.44,41.12,44.24,46.24,47.76,39.0,40.72,43.16,45.88,33.6,50.48,47.8,47.08,29.32,60.6,58.6,60.44,38.52,44.52,44.96,45.08,37.12,43.6,44.32,42.44,33.32,41.8,54.56,49.8,29.32,60.6,58.32,60.44,38.4,47.36,45.12,37.72,37.36,45.52,45.72,41.8,32.76,51.96,56.64,49.6
29.56,66.0,70.64,70.32,40.0,46.6,48.92,49.64,43.36,46.84,47.16,49.32,33.96,48.12,47.56,50.72,29.56,67.32,68.96,70.32,39.12,40.36,47.24,48.08,37.2,47.52,47.6,50.52,33.48,58.28,61.04,53.92,29.56,67.44,70.16,70.32,40.44,47.6,47.96,48.68,39.72,45.16,54.0,50.6,33.52,60.48,56.56,50.04,29.56,67.44,70.28,70.32,37.72,49.12,41.72,53.32,38.56,44.88,44.0,41.64,33.36,55.04,60.08,55.2,29.56,67.6,70.08,70.32,35.92,50.48,51.44,46.12,38.76,45.12,49.92,45.84,34.04,58.08,60.0,55.08
34.8,58.0,59.12,60.28,41.8,45.0,46.16,44.24,39.16,36.88,43.08,42.28,34.12,39.52,39.68,43.92,34.8,58.72,59.88,60.28,38.72,40.36,44.92,44.36,40.52,40.96,41.56,44.44,34.12,45.64,46.44,44.2,34.8,59.32,59.08,60.28,41.0,44.92,41.36,48.92,38.48,42.84,42.16,48.84,34.28,47.8,50.12,46.52,34.8,59.32,58.44,60.28,37.0,46.44,42.32,42.04,41.08,47.12,40.96,46.88,34.2,49.64,49.36,53.04,34.8,59.56,58.64,60.28,35.8,40.4,38.64,44.0,35.28,49.44,44.28,44.6,33.76,51.32,55.16,48.48
33.52,64.32,64.2,66.92,39.12,44.32,48.08,45.44,36.88,46.28,42.96,42.0,33.76,41.6,47.92,46.72,33.52,62.84,63.6,66.92,35.0,47.04,48.28,42.88,37.0,45.36,46.2,48.0,33.88,45.76,53.28,47.04,33.52,64.28,62.0,66.92,35.68,48.36,45.8,45.96,38.84,43.76,44.96,46.0,33.96,49.84,55.52,48.12,33.52,64.28,63.72,66.92,34.08,51.04,47.6,41.52,39.64,45.88,48.88,39.28,33.92,48.16,62.6,56.88,33.52,66.32,63.32,66.92,35.2,48.28,47.88,44.28,39.24,44.04,50.2,47.4,33.68,57.36,59.68,52.2
30.36,72.04,73.76,72.8,42.52,42.12,50.96,49.8,42.0,44.08,47.16,42.72,34.08,48.88,57.52,50.84,30.36,71.76,71.96,72.8,46.44,50.6,45.68,47.84,42.52,46.44,45.96,52.64,34.04,48.92,60.6,58.44,30.36,71.4,73.0,72.8,46.0,52.52,41.88,48.36,42.48,42.16,40.2,48.0,34.24,50.84,62.36,58.88,30.36,71.4,73.12,72.8,42.08,48.16,39.56,46.6,46.92,50.08,44.16,45.56,34.24,53.4,65.2,63.52,30.36,71.04,72.84,72.8,43.24,44.6,48.72,49.16,42.16,45.76,47.6,47.48,33.96,57.28,68.96,63.76
28.36,61.84,62.28,62.92,40.72,47.24,50.64,46.48,40.52,41.4,44.0,45.4,32.84,43.8,44.88,49.88,28.36,61.6,61.12,62.92,37.2,47.92,45.96,47.52,33.92,45.28,45.48,48.72,32.88,44.24,56.16,51.4,28.36,61.76,62.16,62.92,36.64,46.72,46.28,48.28,40.2,40.88,43.48,48.44,33.16,47.04,54.76,51.2,28.36,61.76,62.96,62.92,37.96,48.4,45.96,48.48,39.04,46.52,48.6,42.4,33.16,48.56,57.32,53.6,28.36,62.92,62.64,62.92,33.76,49.0,49.24,51.64,39.04,43.64,49.28,50.44,32.84,51.56,58.36,51.92
30.16,51.96,54.08,54.0,35.28,43.12,39.2,40.16,35.36,35.72,41.32,39.96,32.96,42.6,37.6,42.12,30.16,52.4,53.92,54.0,32.64,40.8,40.08,37.92,32.44,39.96,37.36,40.88,32.6,42.84,40.44,42.96,30.16,53.6,53.76,54.0,37.04,42.24,41.08,48.36,32.96,38.6,41.68,43.12,33.16,44.64,48.76,39.48,30.16,53.6,53.44,54.0,33.72,42.64,40.32,38.28,38.84,41.6,40.36,38.6,33.04,48.24,47.68,42.8,30.16,54.48,53.44,54.0,34.96,41.32,45.24,42.08,34.96,39.44,43.56,42.6,32.6,48.32,48.0,41.24
30.36,66.68,70.4,73.8,42.96,57.84,54.48,60.32,41.04,48.8,52.88,49.64,34.04,52.68,55.44,55.44,30.36,68.04,70.44,73.8,41.4,52.84,54.12,55.68,36.92,52.52,54.76,55.6,33.72,57.72,63.88,65.72,30.36,71.36,68.72,73.8,39.44,55.44,50.04,62.96,41.6,53.4,52.24,55.84,34.36,61.32,60.8,61.56,30.36,71.36,68.88,73.8,37.44,57.68,53.44,54.12,40.2,50.4,53.28,48.8,34.04,61.28,64.76,62.76,30.36,72.04,68.44,73.8,42.8,57.28,57.68,54.6,40.76,56.44,54.84,55.64,34.0,64.36,64.28,58.84
32.56,62.48,69.76,69.96,44.76,51.48,55.84,53.28,37.8,50.72,51.24,51.52,34.24,45.52,52.32,48.68,32.56,62.32,67.76,69.96,41.92,51.6,49.12,52.96,39.32,44.92,53.12,52.12,33.88,46.96,56.04,57.36,32.56,62.56,69.6,69.96,40.24,48.8,44.48,56.44,41.96,51.32,51.96,53.4,34.36,50.56,62.48,54.84,32.56,62.56,67.76,69.96,40.84,54.48,52.16,53.08,38.64,51.68,57.76,47.16,34.12,56.64,57.64,56.32,32.56,65.32,69.6,69.96,42.88,54.28,55.72,51.44,43.16,52.52,53.96,48.28,34.08,60.8,64.36,48.44
32.44,66.32,69.72,70.76,41.6,52.4,49.24,50.28,41.16,43.2,50.56,48.96,35.64,48.12,52.12,52.84,32.44,64.08,68.6,70.76,42.36,49.12,48.36,48.52,37.88,46.96,46.56,50.44,35.48,53.88,60.16,58.08,32.44,65.0,67.68,70.76,40.4,48.24,45.6,52.8,39.28,44.16,48.12,54.04,35.72,56.32,61.36,52.68,32.44,65.0,68.16,70.76,41.0,45.92,47.56,49.24,39.12,43.8,50.0,45.6,34.24,58.36,61.96,60.0,32.44,66.32,67.84,70.76,39.68,48.68,50.76,48.0,38.6,49.52,49.68,51.32,34.16,62.68,63.44,58.92
32.92,59.68,65.76,66.76,42.56,46.12,47.56,45.68,40.4,45.24,46.8,40.96,33.76,44.28,47.48,46.8,32.92,60.32,62.6,66.76,35.0,44.08,45.44,46.04,38.8,45.24,48.52,46.76,33.6,44.2,55.4,49.48,32.92,61.6,61.68,66.76,36.48,45.8,44.64,48.92,42.16,44.4,45.48,45.4,33.96,49.52,58.68,47.84,32.92,61.6,61.2,66.76,37.12,45.8,41.36,48.16,40.56,45.08,47.52,42.24,33.72,52.0,60.16,50.36,32.92,62.88,61.52,66.76,33.8,43.32,49.44,40.8,37.36,43.12,43.88,45.52,33.64,57.84,60.96,45.6
32.88,63.68,63.24,63.4,42.4,49.48,46.36,45.64,45.2,48.32,46.68,41.88,33.96,42.32,45.68,44.88,32.88,61.96,63.84,63.4,40.04,47.64,48.28,41.24,41.84,51.76,46.8,44.04,33.04,48.72,57.76,49.76,32.88,61.56,63.36,63.4,38.44,49.52,40.4,50.76,40.04,42.44,42.52,49.96,34.0,52.04,54.44,51.24,32.88,61.56,63.2,63.4,37.12,50.72,43.0,47.36,39.0,42.48,43.52,42.56,33.92,51.04,55.96,51.12,32.88,62.44,63.0,63.4,39.36,47.48,46.96,42.6,39.72,47.0,44.24,44.08,34.32,50.28,58.0,49.72
29.08,50.88,51.92,54.24,40.36,38.92,40.24,42.2,36.2,39.52,40.96,37.6,32.32,41.48,40.0,41.36,29.08,52.28,51.96,54.24,41.24,39.16,34.96,40.68,38.24,36.48,42.2,42.72,32.28,40.68,44.32,44.32,29.08,53.48,51.04,54.24,38.68,42.2,37.2,40.88,35.08,39.92,37.36,43.48,32.44,45.96,44.64,43.12,29.08,53.48,51.6,54.24,35.16,42.28,40.8,44.64,40.56,43.96,38.48,40.96,32.2,42.76,44.0,44.16,29.08,54.2,51.48,54.24,39.36,39.08,38.12,40.4,40.04,38.8,42.08,43.36,31.72,48.4,49.36,46.76
30.4,58.28,63.12,64.0,40.64,44.72,46.16,46.28,40.64,43.56,44.96,46.52,32.92,43.88,45.56,47.72,30.4,58.12,58.08,64.0,37.84,41.72,41.76,42.44,38.16,40.92,43.64,41.4,33.0,48.56,51.6,48.8,30.4,59.0,59.64,64.0,39.52,43.56,44.72,44.12,38.08,44.32,43.0,46.16,33.04,55.52,53.24,48.48,30.4,59.0,60.16,64.0,38.84,44.84,38.36,43.88,38.2,46.28,39.8,42.88,32.64,50.8,51.08,52.28,30.4,60.84,59.84,64.0,39.44,44.24,40.48,39.8,37.6,47.12,44.08,43.92,32.68,54.4,54.8,50.0
31.48,71.28,76.64,77.0,46.88,59.48,62.56,61.72,44.44,59.72,58.6,56.92,34.12,52.8,51.72,55.16,31.48,70.64,72.48,77.0,43.12,58.68,56.16,50.32,40.8,63.4,57.84,52.84,34.32,55.16,64.56,61.48,31.48,70.32,74.88,77.0,42.8,57.0,48.44,63.88,38.48,55.36,52.12,64.12,34.64,60.2,63.68,62.52,31.48,70.32,74.92,77.0,42.0,61.68,59.96,58.72,39.68,62.32,62.52,54.64,35.08,60.88,60.72,63.44,31.48,72.84,74.72,77.0,42.68,58.76,56.16,52.44,45.76,54.76,62.64,64.52,35.2,66.48,69.88,60.76
33.0,61.08,61.76,62.8,42.8,52.96,47.64,50.4,38.64,49.76,46.8,45.72,33.52,42.88,45.28,42.2,33.0,60.36,60.8,62.8,39.28,47.72,48.36,45.68,38.0,45.2,46.24,49.2,33.32,45.36,53.44,51.04,33.0,60.2,61.28,62.8,40.56,50.04,41.6,50.12,36.92,45.8,44.2,50.08,33.6,46.52,53.2,52.2,33.0,60.2,63.4,62.8,39.48,48.6,44.96,50.88,38.0,49.08,45.88,47.36,32.92,46.88,48.84,57.2,33.0,61.36,62.88,62.8,39.32,50.44,48.08,48.92,38.28,48.24,54.04,52.0,33.4,54.4,56.4,55.88
30.08,68.68,73.0,75.08,40.68,50.04,53.32,55.72,39.92,51.04,50.76,50.8,34.92,48.6,57.16,52.8,30.08,66.24,71.0,75.08,42.12,54.76,55.36,52.6,38.12,53.52,46.6,50.88,34.4,57.96,60.4,54.72,30.08,65.88,70.84,75.08,46.16,53.92,42.12,50.72,44.32,51.72,52.2,57.08,35.0,59.04,64.48,59.92,30.08,65.88,71.0,75.08,40.44,49.84,52.48,58.16,38.2,57.0,52.84,50.48,34.08,59.68,58.64,56.92,30.08,68.76,72.96,75.08,43.12,51.68,48.52,52.92,37.08,55.52,53.28,55.24,34.68,64.36,65.32,65.16
31.0,54.44,57.04,57.0,42.16,44.16,45.32,45.48,39.56,46.44,43.52,45.68,33.92,43.68,40.8,45.44,31.0,54.2,56.56,57.0,41.76,44.76,47.32,44.4,40.6,46.44,39.32,48.0,33.92,44.04,51.28,47.8,31.0,54.0,56.92,57.0,42.52,45.64,43.28,46.24,40.84,46.16,46.4,51.4,33.92,45.4,49.4,46.92,31.0,54.0,58.0,57.0,35.12,44.4,45.68,49.48,37.56,47.8,45.44,46.12,33.32,44.16,45.68,50.36,31.0,54.28,57.64,57.0,35.96,45.2,46.08,45.68,40.72,44.88,40.6,43.76,33.88,48.36,53.4,49.72
30.88,56.28,60.16,59.92,37.56,45.88,39.48,46.52,39.12,45.0,40.44,39.12,33.32,44.72,51.56,51.2,30.88,56.76,57.44,59.92,36.72,41.84,39.36,40.68,35.76,43.32,35.68,42.84,33.4,49.52,56.4,50.84,30.88,56.0,57.68,59.92,34.96,45.68,44.16,43.04,36.76,43.48,41.44,41.04,33.52,52.04,52.56,48.6,30.88,56.0,57.92,59.92,36.76,46.92,39.0,43.6,36.32,45.6,42.6,44.28,33.12,52.52,51.56,50.6,30.88,57.76,57.4,59.92,36.16,47.24,38.48,44.64,38.16,44.6,41.12,42.32,33.36,48.0,56.16,52.12
28.24,61.24,62.68,63.0,35.88,41.72,39.28,39.12,34.04,39.28,41.64,36.52,33.2,42.2,47.88,42.52,28.24,60.88,62.32,63.0,33.24,41.4,46.88,43.04,35.92,40.92,40.36,43.52,34.56,47.56,54.76,47.0,28.24,59.96,62.68,63.0,34.2,45.76,43.16,43.12,33.6,37.96,44.68,43.16,34.6,48.96,49.88,50.04,28.24,59.96,63.16,63.0,33.08,46.84,42.88,44.24,34.16,43.76,42.28,42.44,34.44,49.24,50.88,47.76,28.24,61.2,62.92,63.0,35.76,43.0,44.32,39.96,35.64,40.8,43.32,43.24,34.4,53.56,57.48,49.2
30.6,58.0,60.16,61.6,39.92,47.48,40.84,48.96,39.28,42.56,38.64,41.84,33.28,39.48,49.52,44.8,30.6,58.72,56.92,61.6,40.56,46.52,44.76,39.28,41.8,44.24,46.2,45.84,33.16,44.88,53.76,44.0,30.6,58.08,59.52,61.6,42.64,49.08,41.32,44.12,41.6,46.56,44.24,46.32,33.8,46.2,53.04,51.08,30.6,58.08,59.76,61.6,36.8,48.48,45.12,46.56,39.52,46.76,51.0,42.0,33.6,49.64,56.64,48.68,30.6,58.64,59.48,61.6,38.6,44.56,42.4,48.56,40.44,43.36,46.04,49.36,33.6,48.76,60.52,50.76
30.28,63.56,63.6,66.32,42.28,48.48,48.12,47.8,38.12,47.2,46.52,44.28,34.08,43.28,48.88,47.84,30.28,63.76,62.48,66.32,38.16,45.76,49.88,48.84,38.16,44.12,47.88,52.76,34.04,47.36,52.44,46.92,30.28,64.68,63.68,66.32,40.24,51.6,48.24,47.88,39.2,45.0,46.16,49.68,34.2,47.48,58.56,51.36,30.28,64.68,63.92,66.32,40.08,50.32,48.28,50.6,37.76,48.84,45.2,48.56,33.56,51.32,58.04,51.48,30.28,64.28,63.68,66.32,40.08,49.8,49.96,49.84,40.72,44.88,51.76,48.56,33.56,55.6,60.16,58.28
29.48,58.4,58.28,58.04,35.96,43.96,42.16,42.96,41.68,43.12,40.96,46.08,34.2,42.68,43.12,42.2,29.48,59.52,58.32,58.04,35.28,45.32,47.64,34.28,36.52,46.4,41.88,44.12,34.36,44.48,51.32,44.08,29.48,59.28,57.92,58.04,39.28,43.56,46.84,46.0,38.48,44.92,41.56,43.88,34.32,49.28,43.96,47.04,29.48,59.28,58.88,58.04,40.08,45.4,45.44,46.44,37.88,46.2,40.48,39.52,34.08,46.4,51.48,49.48,29.48,58.88,58.4,58.04,39.0,44.24,45.4,46.8,37.4,41.72,45.56,45.6,34.04,44.68,51.44,48.52
34.32,53.0,57.28,60.68,34.84,43.2,45.6,44.76,37.64,46.48,46.92,41.0,32.28,46.4,47.44,49.84,34.32,50.08,56.0,60.68,35.12,44.0,43.32,43.16,35.24,44.64,42.92,46.92,32.4,43.12,54.2,47.12,34.32,50.24,55.2,60.68,37.76,43.4,40.44,40.92,37.8,43.6,45.08,42.0,32.48,50.04,54.16,51.88,34.32,50.24,57.68,60.68,34.28,44.12,44.48,46.48,34.44,45.96,41.28,40.96,32.44,51.16,53.52,51.44,34.32,54.72,57.32,60.68,35.16,47.48,44.12,45.6,36.12,45.96,46.2,43.6,32.44,51.96,58.44,54.4
28.88,53.68,53.72,53.28,37.12,39.76,37.52,38.08,36.08,43.2,40.48,39.32,32.76,36.36,37.36,40.68,28.88,54.64,53.12,53.28,38.04,42.88,45.76,36.6,35.32,38.04,39.52,43.6,33.52,37.28,41.56,39.44,28.88,54.2,53.24,53.28,36.2,40.92,41.04,42.96,33.48,39.72,39.36,38.16,34.0,39.6,48.36,42.08,28.88,54.2,54.2,53.28,36.68,42.72,39.32,43.52,33.2,40.72,38.04,41.88,33.72,40.2,46.04,41.32,28.88,54.56,53.76,53.28,35.6,43.44,42.6,37.4,37.48,35.04,41.52,41.84,33.12,41.72,44.64,41.04
33.44,59.96,64.2,65.76,41.96,48.32,47.08,52.48,40.72,52.12,52.48,47.48,32.76,42.08,49.16,54.16,33.44,59.92,61.88,65.76,43.16,52.2,50.28,48.8,38.52,51.48,45.12,48.64,33.48,49.32,58.96,51.76,33.44,61.88,62.28,65.76,45.2,51.52,48.2,47.68,40.52,54.36,50.08,49.96,33.6,55.24,53.0,52.28,33.44,61.88,63.72,65.76,41.88,58.12,51.32,52.44,40.04,53.24,50.04,49.6,33.64,53.12,56.64,53.0,33.44,62.0,63.32,65.76,42.04,51.0,51.36,53.56,42.08,48.36,50.6,53.36,33.64,54.12,59.56,53.0
30.16,63.56,62.8,64.24,37.28,41.0,45.68,48.44,40.28,43.48,43.16,42.24,33.44,45.24,48.32,46.32,30.16,60.52,59.56,64.24,40.52,43.72,47.64,42.72,43.84,44.08,41.56,45.96,33.8,42.68,56.92,45.8,30.16,59.72,59.68,64.24,42.04,47.0,46.2,46.28,38.6,43.28,45.2,41.64,33.8,47.44,52.84,53.44,30.16,59.72,62.32,64.24,35.24,44.44,47.8,50.36,39.36,47.56,45.04,47.04,33.8,46.76,60.28,54.76,30.16,59.6,62.12,64.24,35.12,46.48,48.48,52.32,38.32,44.24,49.4,49.08,33.8,53.84,59.36,50.28
31.92,62.16,64.04,63.2,43.52,45.2,41.76,38.92,41.84,44.44,44.44,43.84,33.56,43.48,47.28,51.52,31.92,62.32,61.72,63.2,39.96,43.04,48.04,40.72,36.04,41.8,45.16,41.68,33.4,47.04,55.68,47.32,31.92,62.44,61.92,63.2,40.8,46.6,40.96,45.52,34.32,43.08,39.0,47.48,33.56,48.72,56.28,50.36,31.92,62.44,62.72,63.2,40.32,48.44,43.24,48.32,38.44,48.56,40.64,42.28,33.32,54.76,54.84,55.72,31.92,61.92,62.52,63.2,42.64,45.48,44.96,46.04,40.28,47.28,42.8,40.4,33.28,50.08,55.12,50.68
29.08,60.8,60.0,60.88,34.0,40.6,40.68,41.16,36.28,45.36,39.56,41.8,33.04,39.92,43.92,39.64,29.08,58.28,57.8,60.88,30.0,44.92,45.08,40.56,33.24,40.8,40.6,39.76,32.96,44.76,53.08,46.8,29.08,58.76,57.6,60.88,29.8,46.36,42.64,42.8,33.64,44.68,44.32,44.88,33.04,47.64,51.0,48.4,29.08,58.76,60.16,60.88,36.28,47.88,42.56,43.8,32.04,48.4,41.64,39.8,32.84,48.48,55.64,47.36,29.08,59.4,59.88,60.88,35.32,50.4,42.12,44.44,34.48,45.52,47.68,48.2,32.88,46.88,58.32,44.36
31.76,61.36,63.28,63.2,45.28,51.04,45.72,50.8,42.28,48.76,50.4,51.52,33.4,43.72,51.4,50.48,31.76,62.52,62.56,63.2,43.12,50.24,48.72,44.52,40.16,51.6,43.96,45.84,33.32,49.92,54.16,50.92,31.76,62.04,62.64,63.2,39.48,51.56,43.72,45.4,35.68,46.92,42.56,45.2,33.4,52.88,54.76,49.4,31.76,62.04,62.56,63.2,42.48,51.36,46.32,46.92,39.64,47.84,43.8,50.72,33.2,52.48,60.04,51.4,31.76,62.6,62.36,63.2,40.76,47.68,51.8,50.16,44.08,48.8,50.68,46.8,33.16,51.8,57.96,52.28
30.16,64.44,65.68,66.92,37.8,41.0,42.24,41.16,35.32,40.64,45.88,49.52,33.44,40.36,52.12,46.4,30.16,61.88,64.64,66.92,35.12,43.84,39.84,44.8,33.64,45.0,39.04,41.08,33.36,46.84,55.52,48.64,30.16,63.0,63.08,66.92,39.44,39.6,34.84,42.04,32.48,43.04,38.16,40.64,33.48,48.76,56.24,52.0,30.16,63.0,63.44,66.92,33.28,42.08,39.76,43.44,37.48,40.56,38.96,43.76,34.08,51.48,62.92,56.72,30.16,63.44,64.24,66.92,34.4,35.92,34.88,42.04,40.92,40.4,42.48,39.92,34.04,49.84,59.48,53.44
28.88,64.2,64.12,65.04,37.04,51.56,52.84,43.0,37.8,49.48,46.84,45.88,33.2,43.12,46.76,53.0,28.88,64.04,63.64,65.04,35.24,50.96,47.32,50.12,36.96,48.88,44.92,47.68,33.12,50.36,56.12,51.6,28.88,66.12,64.44,65.04,39.28,47.72,42.48,42.88,37.0,53.0,46.88,43.0,33.2,54.04,53.36,56.44,28.88,66.12,64.52,65.04,39.8,48.32,45.96,45.92,38.64,49.28,43.68,45.64,33.48,55.56,56.8,55.24,28.88,65.04,64.32,65.04,34.28,51.84,45.56,46.68,41.96,48.56,51.56,49.48,33.44,48.8,58.88,52.96
