"(0, 1000, 'greedy', 0, 1)","(0, 1000, 'greedy', 0, 5)","(0, 1000, 'greedy', 0, 10)","(0, 1000, 'greedy', 0, 20)","(0, 1000, 'constant-epsilon', 0.1, 1)","(0, 1000, 'constant-epsilon', 0.1, 5)","(0, 1000, 'constant-epsilon', 0.1, 10)","(0, 1000, 'constant-epsilon', 0.1, 20)","(0, 1000, 'epsilon_greedy', 0.1, 1)","(0, 1000, 'epsilon_greedy', 0.1, 5)","(0, 1000, 'epsilon_greedy', 0.1, 10)","(0, 1000, 'epsilon_greedy', 0.1, 20)","(0, 1000, 'boltzmann_exploration', 1.5, 1)","(0, 1000, 'boltzmann_exploration', 1.5, 5)","(0, 1000, 'boltzmann_exploration', 1.5, 10)","(0, 1000, 'boltzmann_exploration', 1.5, 20)","(0.25, 1000, 'greedy', 0, 1)","(0.25, 1000, 'greedy', 0, 5)","(0.25, 1000, 'greedy', 0, 10)","(0.25, 1000, 'greedy', 0, 20)","(0.25, 1000, 'constant-epsilon', 0.1, 1)","(0.25, 1000, 'constant-epsilon', 0.1, 5)","(0.25, 1000, 'constant-epsilon', 0.1, 10)","(0.25, 1000, 'constant-epsilon', 0.1, 20)","(0.25, 1000, 'epsilon_greedy', 0.1, 1)","(0.25, 1000, 'epsilon_greedy', 0.1, 5)","(0.25, 1000, 'epsilon_greedy', 0.1, 10)","(0.25, 1000, 'epsilon_greedy', 0.1, 20)","(0.25, 1000, 'boltzmann_exploration', 1.5, 1)","(0.25, 1000, 'boltzmann_exploration', 1.5, 5)","(0.25, 1000, 'boltzmann_exploration', 1.5, 10)","(0.25, 1000, 'boltzmann_exploration', 1.5, 20)","(0.5, 1000, 'greedy', 0, 1)","(0.5, 1000, 'greedy', 0, 5)","(0.5, 1000, 'greedy', 0, 10)","(0.5, 1000, 'greedy', 0, 20)","(0.5, 1000, 'constant-epsilon', 0.1, 1)","(0.5, 1000, 'constant-epsilon', 0.1, 5)","(0.5, 1000, 'constant-epsilon', 0.1, 10)","(0.5, 1000, 'constant-epsilon', 0.1, 20)","(0.5, 1000, 'epsilon_greedy', 0.1, 1)","(0.5, 1000, 'epsilon_greedy', 0.1, 5)","(0.5, 1000, 'epsilon_greedy', 0.1, 10)","(0.5, 1000, 'epsilon_greedy', 0.1, 20)","(0.5, 1000, 'boltzmann_exploration', 1.5, 1)","(0.5, 1000, 'boltzmann_exploration', 1.5, 5)","(0.5, 1000, 'boltzmann_exploration', 1.5, 10)","(0.5, 1000, 'boltzmann_exploration', 1.5, 20)","(0.75, 1000, 'greedy', 0, 1)","(0.75, 1000, 'greedy', 0, 5)","(0.75, 1000, 'greedy', 0, 10)","(0.75, 1000, 'greedy', 0, 20)","(0.75, 1000, 'constant-epsilon', 0.1, 1)","(0.75, 1000, 'constant-epsilon', 0.1, 5)","(0.75, 1000, 'constant-epsilon', 0.1, 10)","(0.75, 1000, 'constant-epsilon', 0.1, 20)","(0.75, 1000, 'epsilon_greedy', 0.1, 1)","(0.75, 1000, 'epsilon_greedy', 0.1, 5)","(0.75, 1000, 'epsilon_greedy', 0.1, 10)","(0.75, 1000, 'epsilon_greedy', 0.1, 20)","(0.75, 1000, 'boltzmann_exploration', 1.5, 1)","(0.75, 1000, 'boltzmann_exploration', 1.5, 5)","(0.75, 1000, 'boltzmann_exploration', 1.5, 10)","(0.75, 1000, 'boltzmann_exploration', 1.5, 20)","(1, 1000, 'greedy', 0, 1)","(1, 1000, 'greedy', 0, 5)","(1, 1000, 'greedy', 0, 10)","(1, 1000, 'greedy', 0, 20)","(1, 1000, 'constant-epsilon', 0.1, 1)","(1, 1000, 'constant-epsilon', 0.1, 5)","(1, 1000, 'constant-epsilon', 0.1, 10)","(1, 1000, 'constant-epsilon', 0.1, 20)","(1, 1000, 'epsilon_greedy', 0.1, 1)","(1, 1000, 'epsilon_greedy', 0.1, 5)","(1, 1000, 'epsilon_greedy', 0.1, 10)","(1, 1000, 'epsilon_greedy', 0.1, 20)","(1, 1000, 'boltzmann_exploration', 1.5, 1)","(1, 1000, 'boltzmann_exploration', 1.5, 5)","(1, 1000, 'boltzmann_exploration', 1.5, 10)","(1, 1000, 'boltzmann_exploration', 1.5, 20)"
29.8,53.96,55.88,57.8,38.2,45.16,41.96,46.96,35.2,45.72,46.76,44.56,35.2,42.12,44.92,42.28,29.8,53.52,52.28,57.8,38.16,44.92,43.04,44.4,41.88,41.24,41.84,43.84,35.04,44.64,46.72,43.44,29.8,53.52,51.8,57.8,39.04,41.0,42.48,39.88,36.4,45.84,44.36,39.48,35.16,45.8,49.56,47.84,29.8,53.52,53.12,57.8,38.28,43.48,46.28,41.68,34.28,45.24,44.56,39.88,34.84,46.32,51.56,50.12,29.8,52.84,53.68,57.8,38.96,44.52,46.24,45.4,42.24,43.84,45.4,46.88,34.6,46.2,51.88,47.72
30.4,55.32,58.32,57.36,40.6,37.76,39.56,40.76,39.08,38.88,39.96,43.44,34.28,38.6,44.08,43.96,30.4,54.72,57.04,57.36,38.04,35.04,42.32,36.6,35.6,36.16,38.28,35.44,34.28,45.2,47.6,41.96,30.4,54.96,57.56,57.36,34.2,35.68,39.72,38.12,34.32,39.24,41.48,36.56,34.16,48.88,49.52,49.2,30.4,54.96,56.76,57.36,34.04,38.48,36.72,39.44,37.36,41.64,37.48,35.24,34.04,44.12,50.12,50.2,30.4,56.16,57.24,57.36,35.0,38.72,36.56,35.76,33.64,39.88,40.88,35.32,34.04,46.32,48.92,51.12
30.88,67.08,65.96,67.84,36.72,47.48,44.16,45.76,41.28,46.56,41.84,47.84,34.64,47.36,51.92,47.96,30.88,68.44,67.0,67.84,37.64,45.72,46.88,40.76,41.44,47.16,40.92,38.28,34.6,48.88,56.84,42.4,30.88,67.52,67.48,67.84,35.68,47.16,39.52,40.56,39.64,51.2,42.04,43.24,34.52,52.2,55.84,54.88,30.88,67.52,67.08,67.84,34.44,45.84,40.52,41.6,33.16,50.12,46.48,43.88,33.88,53.16,64.44,49.56,30.88,66.92,67.16,67.84,36.04,47.68,43.88,39.12,37.0,45.64,45.64,44.64,33.88,51.36,61.72,54.4
35.24,62.04,64.76,66.88,40.72,51.36,41.88,49.68,43.2,53.68,44.8,48.2,33.68,45.0,49.24,54.24,35.24,60.64,62.4,66.88,35.92,46.8,49.72,43.4,39.48,45.92,46.68,47.6,33.12,46.2,57.36,48.12,35.24,60.32,63.04,66.88,41.08,47.24,42.04,48.24,37.84,46.44,46.52,49.24,33.12,47.56,52.2,53.56,35.24,60.32,62.88,66.88,39.4,45.72,45.28,49.16,35.68,54.52,49.84,48.0,33.04,52.76,58.6,53.8,35.24,61.44,62.76,66.88,42.24,47.6,40.6,43.92,43.6,48.36,48.0,52.12,32.96,53.96,58.56,51.96
35.32,61.04,63.08,62.16,32.96,42.04,44.32,47.48,40.6,45.48,41.88,47.56,34.32,39.88,43.56,48.2,35.32,60.92,62.56,62.16,35.8,45.8,45.32,43.56,42.08,45.28,42.68,46.12,34.24,47.28,54.08,43.12,35.32,60.36,63.0,62.16,38.76,44.68,43.4,43.24,36.48,46.2,44.0,47.0,34.2,47.12,52.32,50.88,35.32,60.36,60.64,62.16,33.92,44.56,43.0,47.28,36.6,43.56,43.72,46.08,34.16,48.76,58.6,51.0,35.32,60.04,62.76,62.16,41.0,41.92,38.8,47.36,42.4,42.56,42.8,47.64,34.16,50.08,56.16,51.8
30.84,59.44,60.56,60.72,37.96,42.32,46.84,49.72,37.36,50.6,50.96,48.36,33.92,44.64,47.24,47.48,30.84,57.48,55.24,60.72,36.12,45.88,48.2,49.16,32.64,44.36,43.6,46.32,34.04,48.56,56.36,46.44,30.84,57.36,54.96,60.72,40.04,45.4,45.4,45.8,33.48,52.36,48.4,49.44,33.84,49.48,54.36,50.4,30.84,57.36,57.68,60.72,37.6,45.44,49.64,51.84,30.64,44.36,47.04,49.84,33.68,48.6,56.36,52.72,30.84,56.48,57.52,60.72,39.92,51.08,45.56,48.96,39.48,49.08,51.6,50.08,33.68,44.84,56.8,52.68
30.2,59.0,64.68,63.96,39.44,47.28,50.52,47.72,38.52,45.84,48.44,46.96,33.76,47.56,55.8,42.28,30.2,59.12,62.4,63.96,38.92,42.12,44.16,44.64,37.08,46.56,40.92,40.36,33.68,47.08,55.72,47.2,30.2,59.24,63.64,63.96,37.88,45.84,45.12,46.0,38.08,45.08,48.92,45.48,33.6,50.68,52.0,48.48,30.2,59.24,63.6,63.96,35.16,48.92,50.44,44.68,35.24,46.92,44.84,44.72,33.6,53.04,57.96,52.16,30.2,60.48,63.24,63.96,35.96,47.08,37.64,45.6,37.92,45.0,48.84,45.88,33.56,50.84,54.4,53.0
31.92,66.56,67.48,70.24,39.16,49.8,55.6,52.76,42.2,50.32,48.4,50.16,34.68,48.12,53.92,53.96,31.92,66.96,67.36,70.24,38.8,47.16,43.36,43.08,43.64,53.12,44.28,50.36,34.52,47.28,57.4,52.2,31.92,70.2,65.64,70.24,43.72,51.04,48.2,42.16,39.44,53.0,43.52,49.48,34.52,54.28,55.28,59.88,31.92,70.2,65.72,70.24,38.6,54.16,47.68,53.72,35.76,53.76,48.68,45.6,34.4,54.24,65.24,52.6,31.92,71.96,65.36,70.24,43.52,53.12,49.96,46.64,43.68,54.28,48.48,48.36,34.24,55.32,63.48,50.84
30.68,67.36,67.96,69.32,43.08,50.12,52.44,48.64,39.72,50.48,44.72,48.56,33.56,42.28,56.92,50.48,30.68,66.24,65.92,69.32,43.4,51.12,50.84,46.24,40.44,47.4,41.16,46.84,33.52,53.76,63.12,47.64,30.68,66.08,65.96,69.32,39.64,49.96,46.48,41.12,41.64,51.84,48.96,47.96,33.6,54.84,60.84,53.4,30.68,66.08,67.32,69.32,41.56,48.92,47.4,47.88,37.32,52.0,49.84,53.64,33.52,56.04,63.72,57.12,30.68,65.64,66.96,69.32,37.16,52.08,48.28,48.08,39.16,46.52,47.36,46.08,33.56,50.52,64.52,54.2
33.44,62.0,67.32,68.68,44.72,45.08,52.0,41.64,40.6,50.88,46.48,45.96,34.24,46.84,54.96,54.88,33.44,62.24,67.04,68.68,43.76,46.2,46.84,49.92,40.0,52.12,45.44,44.36,34.32,51.84,62.08,52.68,33.44,62.2,66.32,68.68,44.32,53.68,39.6,40.8,37.92,47.88,44.84,47.56,33.96,54.08,62.96,54.52,33.44,62.2,66.28,68.68,41.36,48.52,40.28,51.24,38.92,50.44,45.4,51.48,34.12,59.52,62.2,59.56,33.44,68.4,66.12,68.68,41.64,52.04,42.32,49.32,39.48,48.48,43.28,49.56,34.08,55.76,64.52,57.48
30.28,62.32,63.12,64.88,41.04,47.88,49.84,47.4,36.96,52.84,46.8,47.2,33.36,49.04,53.8,49.44,30.28,60.28,60.76,64.88,40.84,50.56,52.8,44.4,39.24,46.76,46.28,48.04,33.28,48.52,55.68,47.04,30.28,62.64,60.12,64.88,39.76,46.56,46.16,41.8,38.84,52.6,48.2,49.48,33.4,52.6,55.16,59.56,30.28,62.64,62.08,64.88,40.2,49.96,47.36,47.84,39.92,47.2,46.24,46.56,33.28,54.0,59.32,56.44,30.28,62.24,61.8,64.88,37.8,49.6,39.16,46.64,38.24,47.0,47.92,46.04,33.12,48.64,56.2,52.36
32.12,60.88,60.84,62.52,41.96,45.92,48.52,45.12,42.36,45.88,46.88,46.08,33.6,41.52,47.8,49.24,32.12,59.68,59.28,62.52,41.96,45.76,47.48,47.64,45.04,45.64,45.36,41.8,33.48,46.6,53.48,53.12,32.12,58.96,59.32,62.52,40.84,49.12,43.84,41.84,40.88,47.68,45.24,44.2,33.68,48.72,50.16,54.56,32.12,58.96,59.04,62.52,40.72,45.12,40.6,47.36,41.88,50.88,47.24,47.52,33.44,47.68,55.0,48.84,32.12,58.76,59.88,62.52,41.8,51.96,46.6,46.2,43.76,43.44,46.84,41.76,33.08,52.28,63.4,51.28
29.96,64.92,62.44,60.8,39.84,45.16,47.48,44.48,39.4,48.72,46.28,45.76,33.32,41.72,46.44,43.52,29.96,65.2,63.4,60.8,41.92,45.84,46.88,38.88,39.84,46.64,42.8,45.88,33.16,42.88,49.2,51.36,29.96,65.8,62.92,60.8,42.68,51.84,47.8,45.36,36.36,43.28,42.56,44.28,33.36,44.36,47.84,49.64,29.96,65.8,63.08,60.8,38.16,48.2,46.32,48.52,35.12,44.56,45.04,48.48,33.56,49.64,50.64,50.28,29.96,64.96,62.52,60.8,36.44,44.16,42.04,47.6,38.84,42.56,42.04,47.04,33.44,48.72,54.08,48.28
37.88,64.64,68.12,69.0,40.6,50.72,50.8,45.32,42.12,47.52,47.52,43.56,34.24,46.04,53.44,46.4,37.88,65.72,68.6,69.0,41.64,51.56,46.24,48.44,41.36,47.44,47.28,50.88,34.68,50.44,60.36,54.76,37.88,65.8,67.72,69.0,41.2,51.08,48.16,46.2,38.96,48.32,45.08,47.48,34.88,55.36,56.16,51.16,37.88,65.8,68.24,69.0,40.12,51.68,47.32,48.96,42.96,50.4,47.24,50.52,34.52,57.36,59.92,58.8,37.88,68.04,68.0,69.0,43.36,51.24,47.56,50.8,42.76,44.32,45.12,42.72,34.4,53.0,63.16,56.24
32.96,60.24,64.04,65.52,37.6,51.6,48.48,46.36,41.24,45.4,46.76,46.16,33.68,46.44,50.52,47.28,32.96,60.12,63.2,65.52,39.6,51.2,46.96,46.2,38.8,48.36,47.76,45.72,33.48,46.04,53.68,52.64,32.96,59.8,63.28,65.52,40.84,48.36,50.8,46.24,37.88,48.0,48.84,46.36,33.68,50.28,49.28,51.2,32.96,59.8,62.96,65.52,40.0,48.44,45.76,46.68,33.84,46.56,45.24,51.0,33.36,56.2,59.24,49.92,32.96,60.72,62.76,65.52,39.2,45.48,46.96,47.08,39.68,45.08,47.96,43.84,33.32,51.08,61.36,51.16
32.88,60.8,67.28,71.12,39.12,47.16,48.92,46.52,36.68,43.92,49.0,44.24,34.8,42.76,54.88,52.84,32.88,61.52,65.72,71.12,39.2,49.64,44.12,51.64,35.56,50.44,52.84,43.72,34.68,50.88,62.36,53.28,32.88,62.0,64.8,71.12,41.96,47.68,51.64,40.52,39.4,52.84,43.12,48.12,34.84,54.44,56.44,57.8,32.88,62.0,64.36,71.12,35.92,46.72,49.12,43.08,36.44,47.64,42.56,43.84,34.44,55.84,64.28,54.08,32.88,64.32,64.36,71.12,39.16,47.64,44.6,45.88,38.88,46.32,45.44,45.24,34.28,54.2,61.8,56.8
31.56,63.8,63.2,64.04,45.96,47.16,48.4,52.96,41.72,50.68,42.12,54.44,33.72,43.44,50.44,50.88,31.56,63.68,63.8,64.04,42.56,50.68,47.48,46.68,42.88,48.0,46.32,50.16,33.48,45.32,52.36,52.2,31.56,63.68,64.32,64.04,42.48,49.68,50.44,48.32,40.0,55.28,46.04,52.48,33.72,49.8,56.16,50.8,31.56,63.68,63.36,64.04,42.76,48.76,44.32,50.4,43.52,45.32,45.92,52.12,33.44,50.36,58.64,53.12,31.56,65.0,63.88,64.04,42.12,52.04,49.8,53.08,42.48,51.52,49.88,50.64,33.04,52.24,58.0,54.56
33.8,62.6,62.92,64.04,44.68,54.08,49.24,51.6,40.16,53.6,48.4,52.6,33.6,44.16,56.04,51.32,33.8,60.52,61.48,64.04,44.16,53.0,50.84,53.48,41.64,57.44,50.28,56.6,33.68,49.8,58.52,50.32,33.8,60.96,61.96,64.04,43.16,51.76,51.8,46.24,43.44,52.2,44.68,49.56,33.6,54.0,54.16,52.8,33.8,60.96,61.44,64.04,43.24,47.44,49.36,46.56,37.28,50.6,47.96,53.56,33.56,57.4,58.52,51.52,33.8,60.28,61.84,64.04,39.64,52.32,45.08,49.0,42.04,46.32,46.84,50.76,33.44,56.44,57.44,58.08
29.56,61.36,62.16,65.4,37.92,48.52,45.68,44.08,43.0,44.92,42.96,41.44,33.92,44.44,49.56,44.8,29.56,60.96,62.2,65.4,38.88,51.48,50.28,39.08,38.28,47.6,48.12,43.6,33.96,46.2,53.08,48.84,29.56,62.56,61.52,65.4,39.4,46.12,48.2,46.28,39.64,44.2,39.88,45.68,33.96,47.56,53.68,50.76,29.56,62.56,60.68,65.4,35.4,45.16,42.32,41.0,40.52,40.72,41.84,49.96,33.84,51.16,56.04,49.2,29.56,63.4,61.12,65.4,33.84,44.08,42.92,45.32,38.44,45.04,41.76,44.4,33.32,51.8,64.56,49.6
30.72,56.32,54.44,55.76,40.68,38.08,37.52,44.48,36.36,42.4,41.52,46.4,33.04,38.24,44.48,38.84,30.72,56.0,54.68,55.76,38.4,42.12,42.48,41.68,33.56,42.56,40.84,43.96,32.92,45.76,47.44,41.56,30.72,55.6,55.36,55.76,39.04,42.04,40.64,40.08,37.2,36.96,43.68,43.64,33.04,50.2,48.16,44.8,30.72,55.6,55.68,55.76,36.68,40.12,42.6,42.84,36.12,36.52,39.68,45.52,33.0,47.88,53.8,45.72,30.72,55.52,55.2,55.76,34.12,43.48,39.76,43.84,36.48,40.04,40.84,42.04,32.48,49.8,52.88,49.92
34.12,61.48,64.0,65.2,46.72,52.24,49.68,45.48,44.84,53.28,43.88,48.52,33.08,42.84,50.4,50.08,34.12,62.0,63.56,65.2,42.32,52.04,44.8,45.84,39.32,49.24,47.36,50.52,32.96,49.44,54.52,52.04,34.12,61.72,63.72,65.2,42.76,55.64,48.4,46.36,40.76,52.4,43.44,52.68,33.08,50.8,57.36,56.04,34.12,61.72,61.76,65.2,42.88,56.64,42.04,44.12,41.36,51.96,42.76,52.4,33.08,54.88,57.8,56.2,34.12,63.0,63.24,65.2,43.92,52.6,47.32,54.12,38.72,50.44,47.32,48.48,32.68,51.72,58.88,52.0
28.88,64.24,64.96,68.48,41.0,43.2,43.48,45.8,37.76,47.0,45.84,44.12,34.28,43.68,53.24,52.68,28.88,63.72,64.64,68.48,39.0,48.12,46.16,51.56,38.68,46.64,44.4,48.44,34.12,44.04,55.96,56.8,28.88,63.72,65.16,68.48,41.48,44.8,45.76,44.64,37.2,42.88,43.84,51.24,34.24,53.2,57.44,58.16,28.88,63.72,64.72,68.48,35.52,46.04,40.0,47.4,36.72,45.84,42.4,50.4,34.04,54.8,62.72,60.6,28.88,66.08,64.84,68.48,39.64,48.16,39.04,51.36,35.8,47.32,45.12,44.88,33.8,60.44,57.08,58.28
31.88,53.28,55.24,58.6,41.8,48.2,46.28,43.2,35.64,47.64,42.12,50.24,34.8,42.0,44.76,44.6,31.88,54.28,54.36,58.6,39.52,51.64,48.88,51.72,36.84,48.0,47.08,47.12,34.56,43.56,46.68,46.16,31.88,54.84,53.72,58.6,40.44,48.24,50.32,49.24,35.84,45.0,50.72,54.28,34.8,46.76,48.6,50.96,31.88,54.84,54.0,58.6,36.76,46.52,50.96,45.8,35.4,49.68,49.2,52.72,34.68,48.88,52.84,47.6,31.88,55.4,53.64,58.6,38.84,53.08,50.96,52.64,36.72,50.72,51.8,49.8,34.44,48.32,53.72,47.08
29.8,61.72,66.96,69.4,45.64,43.48,46.44,45.8,39.24,45.96,40.44,43.96,33.76,39.36,47.32,47.6,29.8,61.44,66.04,69.4,40.44,48.08,47.16,43.8,36.32,43.28,46.64,43.48,33.92,45.64,52.64,49.88,29.8,66.0,63.56,69.4,41.4,48.72,49.88,45.4,36.44,41.24,43.76,52.36,33.88,42.84,58.56,51.64,29.8,66.0,61.44,69.4,38.36,47.56,45.52,42.72,36.88,44.4,43.6,53.4,34.4,50.16,62.8,57.16,29.8,65.56,63.52,69.4,38.56,48.88,43.16,50.24,35.92,47.24,48.84,47.12,34.28,48.92,66.56,54.64
32.24,60.64,62.0,66.8,47.68,48.16,52.84,48.72,42.56,50.12,42.4,53.48,33.84,46.24,52.48,50.16,32.24,60.92,61.16,66.8,47.36,52.76,53.52,53.6,41.72,56.4,54.16,53.12,33.76,49.0,54.76,55.96,32.24,61.4,61.12,66.8,46.04,51.04,50.16,53.64,41.36,48.72,50.8,56.08,33.84,53.12,61.96,54.44,32.24,61.4,60.44,66.8,43.0,55.72,52.52,56.2,43.12,49.2,56.36,59.52,33.6,61.68,65.28,57.84,32.24,62.68,60.6,66.8,41.36,53.72,49.16,56.8,40.64,47.04,54.04,52.96,33.32,56.0,63.84,59.88
29.72,61.44,62.8,66.16,45.12,46.28,50.68,52.76,41.8,46.68,45.56,51.88,33.8,45.32,53.92,50.32,29.72,61.24,63.08,66.16,45.92,48.12,51.12,49.64,44.08,50.4,51.4,46.24,32.88,50.6,60.24,54.28,29.72,61.0,63.04,66.16,48.04,48.72,47.44,55.04,41.68,48.12,52.68,49.52,32.8,50.8,58.24,61.2,29.72,61.0,62.76,66.16,38.08,51.24,52.36,49.84,43.8,50.8,46.84,51.84,32.56,56.52,65.44,59.76,29.72,62.56,63.24,66.16,36.84,51.72,52.68,50.8,41.32,47.32,50.04,44.2,32.56,54.0,60.92,59.12
37.16,63.0,69.32,72.4,40.96,47.24,52.12,45.84,44.36,47.6,50.96,47.2,34.28,47.56,48.08,51.16,37.16,63.92,69.0,72.4,41.12,49.44,48.68,51.0,39.64,46.2,54.2,48.2,33.72,48.08,54.88,52.52,37.16,64.48,68.8,72.4,45.48,47.2,51.08,50.68,39.4,51.84,49.8,54.16,34.28,55.04,60.32,54.48,37.16,64.48,68.16,72.4,44.56,49.6,50.12,48.76,44.88,45.96,53.52,53.08,33.76,52.76,63.08,56.64,37.16,67.6,68.52,72.4,44.08,51.16,47.08,55.24,46.4,42.24,48.56,54.08,33.6,54.8,65.96,56.64
34.36,61.48,63.64,66.12,38.88,43.64,50.04,41.24,36.84,45.12,43.56,42.16,33.16,49.6,46.44,45.4,34.36,60.0,62.76,66.12,39.52,45.92,43.68,44.72,37.68,45.2,47.12,42.52,33.2,53.96,51.08,53.0,34.36,61.12,62.64,66.12,39.96,41.12,45.8,44.24,40.2,42.16,47.8,51.6,33.16,55.52,55.36,55.08,34.36,61.12,64.36,66.12,38.76,44.8,43.32,44.0,44.24,40.48,46.92,46.84,33.08,50.72,59.68,51.32,34.36,62.44,64.04,66.12,37.08,47.64,43.44,42.56,42.0,39.48,44.32,43.4,33.44,56.44,61.08,58.52
31.52,61.32,66.08,68.2,45.04,50.84,50.92,50.6,38.96,47.92,45.52,47.64,37.2,44.56,52.08,53.32,31.52,60.24,64.92,68.2,39.88,49.44,50.44,53.04,40.04,50.56,53.72,53.32,36.84,51.08,50.16,54.6,31.52,60.4,65.44,68.2,39.24,46.72,47.0,50.76,38.84,51.96,51.28,52.72,37.2,54.48,51.72,54.12,31.52,60.4,64.4,68.2,39.48,54.84,48.28,53.44,39.4,52.36,54.4,52.36,35.16,52.88,56.16,55.68,31.52,64.4,65.16,68.2,38.56,52.36,49.16,49.84,41.84,47.44,50.68,45.88,34.96,52.64,63.08,60.44
31.4,62.2,63.04,64.92,40.16,47.04,46.4,47.08,37.92,49.32,47.84,50.12,34.2,44.36,50.48,52.48,31.4,61.0,61.64,64.92,39.88,51.04,48.2,49.28,38.52,50.72,50.96,46.92,34.04,52.44,52.16,55.88,31.4,61.8,60.8,64.92,41.16,46.88,50.0,47.92,39.32,51.76,51.52,49.64,34.2,53.0,56.08,51.88,31.4,61.8,60.96,64.92,40.4,51.68,51.12,49.72,39.64,44.88,48.88,53.56,34.16,53.64,59.68,57.44,31.4,63.08,61.92,64.92,38.68,48.88,45.92,50.4,40.08,45.8,48.0,47.76,34.04,53.24,60.8,56.96
28.68,67.92,67.92,71.52,46.28,45.6,50.08,48.84,37.56,50.52,53.28,52.2,33.88,44.28,51.8,50.16,28.68,69.48,65.64,71.52,41.32,47.6,52.72,49.92,37.84,49.52,54.12,45.92,33.68,53.16,56.12,58.04,28.68,69.64,67.56,71.52,41.84,48.48,51.88,50.56,35.2,50.2,51.0,51.2,33.88,49.52,56.6,59.2,28.68,69.64,67.64,71.52,38.6,52.44,52.96,53.6,36.56,52.84,49.64,54.84,33.56,59.24,61.8,63.16,28.68,68.96,67.32,71.52,40.68,47.76,45.32,52.08,40.36,51.32,49.36,48.44,33.28,57.28,63.6,62.04
31.2,65.92,62.44,63.64,43.8,42.04,44.72,39.44,42.0,44.44,45.92,41.4,34.12,43.84,55.4,42.92,31.2,64.48,61.64,63.64,40.08,41.28,39.32,45.12,38.44,43.28,41.92,41.0,34.16,44.6,55.08,47.96,31.2,64.92,62.08,63.64,41.28,38.24,46.92,39.16,36.16,44.32,43.8,45.2,34.12,49.92,54.88,51.24,31.2,64.92,63.36,63.64,38.68,43.96,46.96,46.04,38.6,43.56,45.12,47.32,33.96,50.44,56.4,57.64,31.2,65.2,63.08,63.64,37.0,46.28,43.8,44.92,39.72,46.16,43.6,48.28,34.28,43.84,53.4,51.24
33.6,67.28,71.2,71.16,49.28,52.68,52.88,51.72,40.88,53.28,54.0,53.6,33.72,42.88,55.08,52.6,33.6,69.0,71.24,71.16,39.64,51.64,51.12,51.96,38.52,49.36,56.24,52.28,33.68,54.76,62.72,54.0,33.6,68.28,71.24,71.16,40.88,52.84,52.28,54.4,38.4,48.36,48.36,53.36,33.72,53.68,58.16,58.28,33.6,68.28,71.2,71.16,39.24,56.48,51.96,54.88,39.24,50.32,52.96,58.16,34.2,54.28,58.56,61.52,33.6,69.16,71.4,71.16,37.64,52.16,51.16,56.76,40.52,50.4,47.28,55.44,34.08,56.16,57.08,62.88
30.48,58.72,62.32,62.72,39.6,43.8,46.8,43.92,38.52,44.56,46.24,45.12,33.2,39.44,46.36,44.04,30.48,59.32,61.8,62.72,37.08,45.88,43.48,43.92,33.52,44.96,49.84,43.0,33.2,49.36,53.32,48.08,30.48,60.36,60.32,62.72,36.48,47.44,45.2,43.68,34.68,45.36,42.8,46.84,35.64,47.4,52.52,50.28,30.48,60.36,61.16,62.72,34.4,47.72,41.6,43.12,36.04,39.92,44.2,47.04,35.48,49.56,51.16,53.36,30.48,61.48,61.08,62.72,37.6,42.12,43.48,46.04,37.2,42.4,43.4,46.16,33.0,50.76,52.44,55.28
33.12,74.04,74.48,76.68,44.28,48.88,46.48,46.2,43.84,52.92,53.04,48.32,34.32,48.08,56.32,58.84,33.12,73.4,73.04,76.68,39.64,49.0,43.16,47.16,42.12,49.12,53.8,45.76,34.32,51.96,59.4,56.48,33.12,73.4,73.08,76.68,45.28,49.4,52.32,51.24,38.0,52.48,51.92,49.64,35.08,57.92,61.68,59.76,33.12,73.4,74.08,76.68,42.56,52.28,45.56,53.12,43.2,52.2,49.04,48.36,34.96,58.92,65.2,65.44,33.12,73.16,73.76,76.68,41.96,48.72,51.08,42.76,45.2,50.2,45.08,56.76,34.32,58.92,64.72,57.12
31.04,60.68,61.92,62.84,43.48,42.8,45.92,48.96,42.36,47.64,49.52,53.4,33.52,48.88,52.08,48.4,31.04,60.8,60.92,62.84,42.28,51.12,49.88,52.92,46.56,44.8,54.28,49.76,33.4,47.04,52.16,51.44,31.04,60.16,61.16,62.84,44.0,42.96,46.96,54.28,43.0,52.0,51.12,48.6,33.84,48.08,57.92,50.76,31.04,60.16,60.12,62.84,39.8,42.36,47.36,48.2,38.68,47.12,47.84,52.76,33.24,54.44,58.56,57.68,31.04,59.88,61.16,62.84,43.4,46.24,49.08,44.8,43.96,43.84,55.04,46.64,32.64,52.76,56.8,51.76
29.44,59.24,62.08,62.96,44.56,47.16,40.96,47.0,41.2,47.72,45.0,50.4,33.28,44.08,54.52,48.88,29.44,57.8,60.8,62.96,40.56,47.6,47.6,52.44,40.0,45.56,48.96,45.2,33.4,51.24,53.96,51.08,29.44,58.64,60.08,62.96,41.28,45.28,41.2,48.76,39.8,48.16,48.24,50.56,34.04,48.16,53.8,56.68,29.44,58.64,60.12,62.96,39.08,49.84,49.72,48.36,39.76,47.44,46.72,53.0,34.0,51.84,55.08,56.16,29.44,59.36,60.32,62.96,36.76,46.32,46.72,50.6,37.32,46.44,46.72,49.76,33.12,51.68,54.08,54.68
